Date Last Researched,Country 1,Country 2,Project Name,Project Name (local lang/script),Other name(s),Capacity (MW),Binational,Country 1 Capacity (MW),Country 2 Capacity (MW),Turbines,Status,Complex,Start Year,Retired Year,Owner,Owner Name (local lang/script),Operator,Operator Name (local lang/script),Technology Type,River / Watercourse,Latitude,Longitude,Location Accuracy,City 1,Local Area 1,Major Area 1,State/Province 1,Subregion 1,Region 1,City 2,Local Area 2,Major Area 2,State/Province 2,Subregion 2,Region 2,GEM location ID,GEM unit ID,Wiki URL
30-10-2023,India,,Bardang hydroelectric plant,,,166,No,166,0,,announced,,,,Satluj Jal Vidyut Nigam LTD (SJVN),,,,run-of-river,Chenab River,32.6655,76.7264,exact,,Udaipur,Lahul and Spiti,Himachal Pradesh,Southern Asia,Asia,,,,,,,L601821,G604233,https://gem.wiki/Bardang_hydroelectric_plant
15-03-2023,India,,Bargi hydroelectric plant (India),,Rani Awantibai Sagar,90,No,90,0,2,operating,,1988,,Madhya Pradesh Power Generation CO LTD (MPPGCL),,,,conventional storage,,22.9409,79.9231,exact,,Jabalpur Tahsil,Jabalpur District,Madhya Pradesh,Southern Asia,Asia,,,,,,,L601822,G601842,https://gem.wiki/Bargi_hydroelectric_plant_(India)
30-10-2023,India,,Barmul hydroelectric plant,,,200,No,200,0,,announced,,,,Odisha Hydro Power CORP LTD,,,,conventional storage,Mahanadi River,20.128,85.1066,approximate,Barmul village,,Nayagarh district,Odisha,Southern Asia,Asia,,,,,,,L601823,G601843,https://gem.wiki/Barmul_hydroelectric_plant
15-03-2023,India,,Baspa hydroelectric plant,,,300,No,300,0,3 x 100 MW,operating,,2003,,JSW Energy,,,,run-of-river,Baspa River,31.4306,78.241,exact,,Kinnaur district,,Himachal Pradesh,Southern Asia,Asia,,,,,,,L601824,G601844,https://gem.wiki/Baspa_hydroelectric_plant
15-03-2023,India,,Bhakra Left hydroelectric plant,,,612,No,612,0,1 x 108 MW; 4 x 126 MW,operating,Bhakra Complex,1960,,Bhakra Beas Management Board (BBMB),,,,conventional storage,Satluj River,31.4107,76.4328,exact,,,,Himachal Pradesh,Southern Asia,Asia,,,,,,,L601825,G601845,https://gem.wiki/Bhakra_Left_hydroelectric_plant
15-03-2023,India,,Bhakra Right hydroelectric plant,,,785,No,785,0,5 x 157 MW,operating,Bhakra Complex,1966,,Bhakra Beas Management Board (BBMB),,,,conventional storage,Satluj River,31.4107,76.4328,exact,,,,Himachal Pradesh,Southern Asia,Asia,,,,,,,L601826,G601846,https://gem.wiki/Bhakra_Right_hydroelectric_plant
13-11-2023,India,,Bhavali hydroelectric plant,,,1500,No,1500,0,,announced,,,,,,,,pumped storage,,19.6088,73.5959,exact,,,Nashik,Maharashtra,Southern Asia,Asia,,,,,,,L604174,G604250,https://gem.wiki/Bhavali_hydroelectric_plant
15-03-2023,India,,Bhira hydroelectric plant,,,150,No,150,0,,operating,Bhira Complex,1927,,Tata Power,,,,conventional storage,,18.455,73.3907,exact,,Mulshi,Pune,Maharashtra,Southern Asia,Asia,,,,,,,L601827,G601847,https://gem.wiki/Bhira_hydroelectric_plant
15-03-2023,India,,Bhira Pumped Storage hydroelectric plant,,,150,No,150,0,,operating,Bhira Complex,1927,,Tata Power,,,,pumped storage,,18.455,73.3907,exact,,Mulshi,Pune,Maharashtra,Southern Asia,Asia,,,,,,,L601828,G601848,https://gem.wiki/Bhira_Pumped_Storage_hydroelectric_plant
15-03-2023,India,,Bhira Tailrace hydroelectric plant,,,80,No,80,0,2,operating,,1987,,Maharashtra State Power Generation CO (MAHAGENCO),,Maharashtra State Power Generation CO (MAHAGENCO),,run-of-river,Kundalika River,18.4426,73.3501,exact,,Mangaon,Raigad,Maharashtra,Southern Asia,Asia,,,,,,,L601829,G601849,https://gem.wiki/Bhira_Tailrace_hydroelectric_plant
15-03-2023,India,,Bhivpuri hydroelectric plant,,,75,No,75,0,5,operating,,1997,,Tata Power,,,,conventional storage,,18.9368,73.4516,exact,,Karjat,Raigad,Maharashtra,Southern Asia,Asia,,,,,,,L601830,G601850,https://gem.wiki/Bhivpuri_hydroelectric_plant
30-10-2023,India,,Bodhghat hydroelectric plant,,,295,No,295,0,,announced,,,,,,,,conventional storage,,18.909,81.3428,approximate,,,Dantewada district,Chhattisgarh,Southern Asia,Asia,,,,,,,L601831,G601851,https://gem.wiki/Bodhghat_hydroelectric_plant
15-03-2023,India,,Bogudiyar Sarkari hydroelectric plant,,,146,No,146,0,2,cancelled,,,,Uttarakhand Jal Vidyut Nigam LTD (UJVNL),,,,run-of-river,,30.215,80.225,exact,,Munsiari tehsil,Pithoragarh district,Uttarakhand,Southern Asia,Asia,,,,,,,L601832,G604264,https://gem.wiki/Bogudiyar_Sarkari_hydroelectric_plant
30-10-2023,India,,Bokang Bailing hydroelectric plant,,,165,No,165,0,,announced,,,,THDC India LTD,,,,run-of-river,Dhauliganga River,30.2761,80.5328,exact,,Dharchula district (India),Pithoragarh district,Uttarakhand,Southern Asia,Asia,,,,,,,L601833,G604265,https://gem.wiki/Bokang_Bailing_hydroelectric_plant
30-10-2023,India,,Bowala Nand Prayag hydroelectric plant,,,300,No,300,0,4 x 75 MW,announced,,2025,,Uttarakhand Jal Vidyut Nigam LTD (UJVNL),,,,run-of-river,Alaknanda River,30.4877,79.6705,approximate,,,Chamoli district,Uttarakhand,Southern Asia,Asia,,,,,,,L601834,G601854,https://gem.wiki/Bowala_Nand_Prayag_hydroelectric_plant
30-10-2023,India,,Bursar hydroelectric plant,,Bursar Dam,800,No,800,0,4 x 170 MW; 3 x 36 MW; 1 x 12 MW,announced,,2026,,NHPC LTD,,,,conventional storage,,33.3591,75.7315,exact,,,Kishtwar district,Jammu and Kashmir,Southern Asia,Asia,,,,,,,L601835,G604279,https://gem.wiki/Bursar_hydroelectric_plant
15-03-2023,India,,Chamera-I hydroelectric plant,,,540,No,540,0,3 x 180 MW,operating,,1994,,NHPC LTD,,,,conventional storage,Ravi River,32.5966,75.9857,exact,,Bhalai,Chamba,Himachal Pradesh,Southern Asia,Asia,,,,,,,L601836,G601856,https://gem.wiki/Chamera-I_hydroelectric_plant
15-03-2023,India,,Chamera-II hydroelectric plant,,,300,No,300,0,3 x 100 MW,operating,,2003,,NHPC LTD,,,,run-of-river,Ravi River,32.4734,76.2552,exact,,Chamba,Chamba,Himachal Pradesh,Southern Asia,Asia,,,,,,,L601837,G601857,https://gem.wiki/Chamera-II_hydroelectric_plant
15-03-2023,India,,Chamera-III hydroelectric plant,,,231,No,231,0,3 x 77 MW,operating,,2012,,NHPC LTD,,,,run-of-river,Ravi River,32.4598,76.2443,exact,,Chamba,Chamba,Himachal Pradesh,Southern Asia,Asia,,,,,,,L601838,G601858,https://gem.wiki/Chamera-III_hydroelectric_plant
15-03-2023,India,,Chango Yangthang hydroelectric plant,,,180,No,180,0,,cancelled,,,,,,,,unknown,,31.8019,78.647,approximate,Chango,Pooh,Kinnau,Himachal Pradesh,Southern Asia,Asia,,,,,,,L601839,G604300,https://gem.wiki/Chango_Yangthang_hydroelectric_plant
30-10-2023,India,,Chhatru hydroelectric plant,,,126,No,126,0,,pre-construction,,,,,,,,unknown,,32.3196,77.3645,approximate,Chhatru,Mandi,Mandi,Himachal Pradesh,Southern Asia,Asia,,,,,,,L601840,G601860,https://gem.wiki/Chhatru_hydroelectric_plant
15-03-2023,India,,Chibro hydroelectric plant,,,240,No,240,0,4 x 60 MW,operating,,1975,,Uttarakhand Jal Vidyut Nigam LTD (UJVNL),,,,run-of-river,Tons River,30.5559,77.7915,exact,,Kalsi,Dehradun,Uttarakhand,Southern Asia,Asia,,,,,,,L601841,G601861,https://gem.wiki/Chibro_hydroelectric_plant
15-03-2023,India,,Chilla hydroelectric plant,,,144,No,144,0,4 x 36 MW,operating,,1980,,Uttarakhand Jal Vidyut Nigam LTD (UJVNL),,,,run-of-river,Ganga River,29.976,78.2203,exact,Haridwar,Hardwar,Haridwar,Uttarakhand,Southern Asia,Asia,,,,,,,L601842,G601862,https://gem.wiki/Chilla_hydroelectric_plant
30-10-2023,India,,Chiplima Expansion hydroelectric plant,,Hirakud-II,200,No,200,0,4 x 50 MW,cancelled,,,,Odisha Hydro Power CORP LTD,,,,unknown,,21.3532,83.9136,exact,,Burla,Sambalpur,Odisha,Southern Asia,Asia,,,,,,,L601843,G604306,https://gem.wiki/Chiplima_Expansion_hydroelectric_plant
13-11-2023,India,,Chitravathi hydroelectric plant,,,500,No,500,0,,announced,,,,,,,,pumped storage,,14.5741,77.9341,exact,,,Ananthapuramu,Andhra Pradesh,Southern Asia,Asia,,,,,,,L604196,G604308,https://gem.wiki/Chitravathi_hydroelectric_plant
30-10-2023,India,,Chungar Chal hydroelectric plant,,,240,No,240,0,2,shelved,,,,NHPC LTD,,,,conventional storage,,29.765,80.336,approximate,Askot,Pitthoragarh,Pitthoragarh,Uttarakhand,Southern Asia,Asia,,,,,,,L601844,G601864,https://gem.wiki/Chungar_Chal_hydroelectric_plant
15-03-2023,India,,Chuzachen hydroelectric plant,,,110,No,110,0,2 x 55 MW,operating,,2013,,Gati Infra LTD,,,,run-of-river,,27.2093,88.6659,exact,,Rongli subdivision,Pakyong district,Sikkim,Southern Asia,Asia,,,,,,,L601845,G601865,https://gem.wiki/Chuzachen_hydroelectric_plant
30-10-2023,India,,Dagmara hydroelectric plant,,Dagmara 1,130,No,130,0,3,pre-construction,,,,Bihar State Hydroelectric CORP LTD; National Hydroelectric Power CORP (NHPC),,,,run-of-river,Kosi River,26.3038,86.7261,exact,Old Bhaptiyahi,Supaul,Supaul,Bihar,Southern Asia,Asia,,,,,,,L601846,G601866,https://gem.wiki/Dagmara_hydroelectric_plant
15-03-2023,India,,Dehar hydroelectric plant,,,990,No,990,0,6 x 165 MW,operating,,1977,,Bhakra Beas Management Board (BBMB),,,,run-of-river,,31.4133,76.8686,exact,,Sundarnagar,Mandi,Himachal Pradesh,Southern Asia,Asia,,,,,,,L601847,G601867,https://gem.wiki/Dehar_hydroelectric_plant
31-10-2023,India,,Demwe Lower hydroelectric plant,,,1750,No,1750,0,6,announced,,,,,,,,run-of-river,,27.881,96.3775,exact,,Tezu HQ,Lohit district,Arunachal Pradesh,Southern Asia,Asia,,,,,,,L601848,G604347,https://gem.wiki/Demwe_Lower_hydroelectric_plant
31-10-2023,India,,Demwe Upper hydroelectric plant,,,1080,No,1080,0,6,announced,,,,,,,,run-of-river,Lohit River,28.0733,96.5374,approximate,Tezu,Anjaw,Anjaw,Arunachal Pradesh,Southern Asia,Asia,,,,,,,L601849,G604348,https://gem.wiki/Demwe_Upper_hydroelectric_plant
30-10-2023,India,,Deogaon hydroelectric plant,,Sindol-1,100,No,100,0,5 x 20 MW,announced,,,,Odisha Hydro Power CORP LTD,,,,run-of-river,,20.5431,84.6897,approximate,Deogaon village,,Kendujhar district,Odisha,Southern Asia,Asia,,,,,,,L601850,G601870,https://gem.wiki/Deogaon_hydroelectric_plant
31-10-2023,India,,Devsari hydroelectric plant,,,194,No,194,0,,pre-construction,,2026,,Satluj Jal Vidyut Nigam LTD (SJVN),,,,run-of-river,Pindar River,22.3511,78.6677,approximate,,,Chamoli district,Uttarakhand,Southern Asia,Asia,,,,,,,L601851,G601871,https://gem.wiki/Devsari_hydroelectric_plant
15-03-2023,India,,Dhauliganga hydroelectric plant,,,280,No,280,0,4 x 70 MW,operating,,2005,,NHPC LTD,,,,run-of-river,Dhauliganga River,29.9789,80.5727,exact,,Dharchula district (India),Pithoragarh district,Uttarakhand,Southern Asia,Asia,,,,,,,L601852,G601872,https://gem.wiki/Dhauliganga_hydroelectric_plant
30-10-2023,India,,Dibang Multipurpose hydroelectric plant,,Dibang,2880,No,2880,0,12 × 240 MW,pre-construction,,2028,,NHPC LTD,,,,conventional storage,Dibang River,28.0938,94.5921,approximate,Village Munli,,Lower Dibang Valley district,Arunachal Pradesh,Southern Asia,Asia,,,,,,,L601853,G601873,https://gem.wiki/Dibang_Multipurpose_hydroelectric_plant
31-10-2023,India,,Dibbin hydroelectric plant,,,95,No,95,0,,pre-construction,,,,,,,,run-of-river,Bichomchhu River,27.4469,92.5161,exact,,Nafra EAC,West Kameng district,Arunachal Pradesh,Southern Asia,Asia,,,,,,,L601854,G601874,https://gem.wiki/Dibbin_hydroelectric_plant
15-03-2023,India,,Dikchu hydroelectric plant,,,96,No,96,0,2,operating,,2017,,Sneha Kinetic Power Projects PVT LTD (SKPPPL),,,,run-of-river,,27.4027,88.5246,exact,,,Gangtok district,Sikkim,Southern Asia,Asia,,,,,,,L601855,G601875,https://gem.wiki/Dikchu_hydroelectric_plant
31-10-2023,India,,Dikhu hydroelectric plant,,,186,No,186,0,3,pre-construction,,,,Manu Energy Systems [76%]; North Eastern Electric Power Corporation LTD (NEEPCO) [24%],,,,conventional storage,,26.4898,94.8198,approximate,Longleng,Longleng,Nagaland,Nagaland,Southern Asia,Asia,,,,,,,L601856,G601876,https://gem.wiki/Dikhu_hydroelectric_plant
15-03-2023,India,,Doyang hydroelectric plant,,,75,No,75,0,3,operating,,2000,,North Eastern Electric Power Corporation LTD (NEEPCO),,,,conventional storage,,26.2313,94.2617,exact,,Sanis,Wokha,Nagaland,Southern Asia,Asia,,,,,,,L601857,G601877,https://gem.wiki/Doyang_hydroelectric_plant
30-10-2023,India,,Dugar hydroelectric plant,,,500,No,500,0,4 x 103 MW; 2 x 44 MW,pre-construction,,,,NHPC LTD,,,,run-of-river,Chenab River,33.1128,76.3569,approximate,Luj,Chamba,Chamba district,Himachal Pradesh,Southern Asia,Asia,,,,,,,L601858,G601878,https://gem.wiki/Dugar_hydroelectric_plant
15-03-2023,India,,Dulhasti-I hydroelectric plant,,,390,No,390,0,3 x 130 MW,operating,,2007,,NHPC LTD,,,,run-of-river,Chenab River,33.3691,75.7985,exact,,Kishtwar,Kishtwar district,Jammu and Kashmir,Southern Asia,Asia,,,,,,,L601859,G601879,https://gem.wiki/Dulhasti-I_hydroelectric_plant
30-10-2023,India,,Dulhasti-II hydroelectric plant,,,260,No,260,0,2 x 130 MW,announced,,2026,,Jammu and Kashmir State Power Development CORP LTD (JKSPDCL) [49%]; National Hydroelectric Power CORP (NHPC) [49%]; PTC India LTD (PTC) [2%],,,,run-of-river,Chenab River,33.3103,75.7684,approximate,,,Kishtwar district,Jammu and Kashmir,Southern Asia,Asia,,,,,,,L601860,G604359,https://gem.wiki/Dulhasti-II_hydroelectric_plant
31-10-2023,India,,Dummugudem hydroelectric plant,,Dummagudem,360,No,360,0,,announced,,,,APGENCO,,,,run-of-river,Godavari River,17.8509,80.8824,approximate,Dummugudem,Khammam,Khammam,Andhra Pradesh,Southern Asia,Asia,,,,,,,L601861,G604361,https://gem.wiki/Dummugudem_hydroelectric_plant
31-10-2023,India,,Elango hydroelectric plant,,,180,No,180,0,3,announced,,,,,,,,run-of-river,Ahi River,28.7775,95.8634,approximate,,Dibang Valley,Dibang Valley,Arunachal Pradesh,Southern Asia,Asia,,,,,,,L601862,G604370,https://gem.wiki/Elango_hydroelectric_plant
26-10-2023,India,,Emini hydroelectric plant,,,500,No,500,0,,announced,,,,Satluj Jal Vidyut Nigam LTD (SJVN),,,,run-of-river,Mathun River,28.6793,95.8538,approximate,,,Dibang Valley,Arunachal Pradesh,Southern Asia,Asia,,,,,,,L601863,G601883,https://gem.wiki/Emini_hydroelectric_plant
26-10-2023,India,,Etalin hydroelectric plant,,,3097,No,3097,0,,announced,,2029,,Satluj Jal Vidyut Nigam LTD (SJVN),,,,run-of-river,"Dri River, Tangon River",28.6111,95.8641,exact,,Anini Circle,Dibang Valley district,Arunachal Pradesh,Southern Asia,Asia,,,,,,,L601864,G601884,https://gem.wiki/Etalin_hydroelectric_plant
15-03-2023,India,,Gandhi Sagar hydroelectric plant,,,115,No,115,0,5 x 23 MW,operating,,1960,,Madhya Pradesh Power Generation CO LTD (MPPGCL),,,,conventional storage,Chambal River,24.6997,75.5529,exact,,Bhanpura Tahsil,Mandsaur,Madhya Pradesh,Southern Asia,Asia,,,,,,,L601865,G601885,https://gem.wiki/Gandhi_Sagar_hydroelectric_plant
31-10-2023,India,,Gandhi Sagar New hydroelectric plant,,MP30 Gandhi Sagar,1440,No,1440,0,5 x 240 MW; 2 x 120 MW,construction,,2029,,Greenko Energies,,,,pumped storage,,24.5415,75.516,approximate,Rampura Taluk,Khemla Block,Neemach,Madhya Pradesh,Southern Asia,Asia,,,,,,,L601866,G604382,https://gem.wiki/Gandhi_Sagar_New_hydroelectric_plant
13-11-2023,India,,Gandikota hydroelectric plant,,,1000,No,1000,0,,announced,,,,,,,,pumped storage,,14.8297,78.2314,exact,,,Kadapa,Andhra Pradesh,Southern Asia,Asia,,,,,,,L604221,G604383,https://gem.wiki/Gandikota_hydroelectric_plant
15-03-2023,India,,Ganguwal hydroelectric plant,,,78,No,78,0,3,operating,,1955,,Bhakra Beas Management Board (BBMB),,,,run-of-river,,31.2678,76.4921,exact,Anandpur Sahib,Anandpur Sahib Tahsil,Rupnagar,Punjab,Southern Asia,Asia,,,,,,,L601867,G601887,https://gem.wiki/Ganguwal_hydroelectric_plant
31-10-2023,India,,Garba Tawaghat hydroelectric plant,,,630,No,630,0,3 x 210 MW,announced,,,,NHPC LTD,,,,run-of-river,Kali River,30.1597,80.6673,approximate,,,Pithoragarh district,Uttarakhand,Southern Asia,Asia,,,,,,,L601868,G604388,https://gem.wiki/Garba_Tawaghat_hydroelectric_plant
13-11-2023,India,,Gerusoppa hydroelectric plant,,Sharavathy Tail Race,240,No,240,0,4 x 60 MW,operating,,2001,,Karnataka Power CORP LTD (KPCL),,,,run-of-river,,14.2352,74.7673,exact,,Sagara taluk,Shimoga district,Karnataka,Southern Asia,Asia,,,,,,,L601869,G601889,https://gem.wiki/Gerusoppa_hydroelectric_plant
15-03-2023,India,,Ghatgarh hydroelectric plant,,Ghatgar,250,No,250,0,2 x 125 MW,operating,,2008,,Maharashtra State Power Generation CO (MAHAGENCO),,,,pumped storage,,19.5334,73.6509,exact,,Shahapur,Thane,Maharashtra,Southern Asia,Asia,,,,,,,L601870,G601890,https://gem.wiki/Ghatgarh_hydroelectric_plant
31-10-2023,India,,Godhaneswar hydroelectric plant,,"Sindol-3, Singol 3",120,No,120,0,6 x 20 MW,announced,,,,Odisha Hydro Power CORP LTD,,,,run-of-river,,20.8431,83.9063,approximate,Godhaneswar village,,Sonepur district,Odisha,Southern Asia,Asia,,,,,,,L601871,G601891,https://gem.wiki/Godhaneswar_hydroelectric_plant
02-11-2023,India,,Gondhala hydroelectric plant,,,90,No,90,0,,pre-construction,,,,,,,,run-of-river,Chandra River,32.502,77.0127,approximate,,Lahaul and Spiti,Lahaul and Spiti,Himachal Pradesh,Southern Asia,Asia,,,,,,,L601872,G601892,https://gem.wiki/Gondhala_hydroelectric_plant
02-11-2023,India,,Gongri hydroelectric plant,,,144,No,144,0,,shelved,,,,,,,,run-of-river,,27.3313,92.2942,approximate,Dirang,West Kameng,West Kameng,Arunachal Pradesh,Southern Asia,Asia,,,,,,,L601873,G604401,https://gem.wiki/Gongri_hydroelectric_plant
31-10-2023,India,,Gundia hydroelectric plant,,,200,No,200,0,2,shelved,,,,,,,,run-of-river,,12.9467,75.7929,approximate,Sakaleshapura,Hassan,Hassan,Karnataka,Southern Asia,Asia,,,,,,,L601874,G601894,https://gem.wiki/Gundia_hydroelectric_plant
02-11-2023,India,,Gyspa Dam hydroelectric plant,,Gyspa,300,No,300,0,4 x 75 MW,announced,,,,HPSEBL,,,,conventional storage,Bhaga River,32.6308,77.175,exact,,Lahul,Lahul and Spiti,Himachal Pradesh,Southern Asia,Asia,,,,,,,L601875,G604413,https://gem.wiki/Gyspa_Dam_hydroelectric_plant
15-03-2023,India,,Hasdeo Bango hydroelectric plant,,,120,No,120,0,3 x 40 MW,operating,,1994,,CSPGCL,,,,conventional storage,Hasdeo River,22.604,82.5977,exact,,Poundi-Uproda Tahsil,Korba District,Chhattisgarh,Southern Asia,Asia,,,,,,,L601876,G601896,https://gem.wiki/Hasdeo_Bango_hydroelectric_plant
01-11-2023,India,,Heo hydroelectric plant,,,240,No,240,0,3 x 80 MW,announced,,,,North Eastern Electric Power Corporation LTD (NEEPCO),,,,run-of-river,Yarjep River,28.5422,94.3119,exact,Meying,Payum,West Siang,Arunachal Pradesh,Southern Asia,Asia,,,,,,,L601877,G604424,https://gem.wiki/Heo_hydroelectric_plant
01-11-2023,India,,Hirakud-I Expansion hydroelectric plant,,"Burla-II, Burla Hirakud-I New",208,No,208,0,4 x 52 MW,cancelled,,,,Odisha Hydro Power CORP LTD,,,,conventional storage,,21.5337,83.8754,exact,,Hirakud,Sambalpur,Odisha,Southern Asia,Asia,,,,,,,L601878,G604427,https://gem.wiki/Hirakud-I_Expansion_hydroelectric_plant
15-03-2023,India,,Hirakud-I hydroelectric plant,,Burla-I,288,No,288,0,2 x 43.65 MW; 1 x 37.5 MW; 2 x 49.5 MW; 2 x 32 MW,operating,,1956,,Odisha Hydro Power CORP LTD,,,,conventional storage,,21.5337,83.8754,exact,,Hirakud,Sambalpur,Odisha,Southern Asia,Asia,,,,,,,L601879,G601899,https://gem.wiki/Hirakud-I_hydroelectric_plant
01-11-2023,India,,Hirong hydroelectric plant,,,500,No,500,0,4 x 125 MW,announced,,,,North Eastern Electric Power Corporation LTD (NEEPCO),,,,run-of-river,Siyom River,28.1761,94.7976,approximate,,,West Siang district,Arunachal Pradesh,Southern Asia,Asia,,,,,,,L601880,G604428,https://gem.wiki/Hirong_hydroelectric_plant
02-11-2023,India,,Humbarli hydroelectric plant,,,400,No,400,0,2,announced,,,,Nuclear Power Corporation of India LTD (NPCIL),,,,pumped storage,,17.4088,73.745,approximate,Humbarli,Patan,Satara,Maharashtra,Southern Asia,Asia,,,,,,,L601881,G601901,https://gem.wiki/Humbarli_hydroelectric_plant
02-11-2023,India,,Hutong II hydroelectric plant,,,1200,No,1200,0,,shelved,,,,,,,,run-of-river,,27.9153,96.9583,exact,,Anjaw,Anjaw,Arunachal Pradesh,Southern Asia,Asia,,,,,,,L601882,G604440,https://gem.wiki/Hutong_II_hydroelectric_plant
15-03-2023,India,,Idamalayar hydroelectric plant,,,75,No,75,0,2,operating,,1987,,Kerala State Electricity Board LTD (KSEB),,,,conventional storage,,10.2071,76.7138,exact,,Kothamangalam,Ernakulam district,Kerala,Southern Asia,Asia,,,,,,,L601883,G601903,https://gem.wiki/Idamalayar_hydroelectric_plant
15-03-2023,India,,Idukki hydroelectric plant,,,780,No,780,0,6 x 130 MW,operating,,1976,,Kerala State Electricity Board LTD (KSEB),,,,conventional storage,,9.8503,77.0555,exact,,,,Kerala,Southern Asia,Asia,,,,,,,L601884,G601904,https://gem.wiki/Idukki_hydroelectric_plant
01-11-2023,India,,Idukki-II hydroelectric plant,,"Idukki New, Idukki Golden Jubilee Extension",800,No,800,0,4 x 200 MW,pre-construction,,,,Kerala State Electricity Board LTD (KSEB),,,,conventional storage,,9.6092,77.1701,approximate,,,Idukki district,Kerala,Southern Asia,Asia,,,,,,,L601885,G601905,https://gem.wiki/Idukki-II_hydroelectric_plant
